token,rating-human,specificity1,specificity2,specificity3,wn_type
canteen,4.88,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
leaf,5.0,2.543889420548846,2.4951967177848413,2.0,concrete
sharpener,4.64,2.8647693756641224,2.8451739405521765,2.0,concrete
cloudburst,3.78,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
ceiling,4.85,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
chop,4.48,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
boots,5.0,2.798049256624254,2.772403667451661,2.0,concrete
silverback,4.0,3.9135972766053198,3.989109141476339,3.2857142857142856,concrete
jetliner,4.33,3.641996595756649,3.6928798181135005,2.857142857142857,concrete
stethoscope,4.86,3.1893287943421993,3.1991642791754358,2.2857142857142856,concrete
petunia,4.57,3.2798623546250893,3.297907386963049,2.571428571428571,concrete
satchel,4.73,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
gadget,4.6,2.888582816907144,2.8711467752392736,2.0,concrete
camcorder,5.0,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
beeper,4.77,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
softball,4.89,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
squid,4.71,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
pebble,4.86,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
mainsheet,3.5,2.9177281134935296,2.902934955812597,1.8571428571428572,concrete
racer,3.83,2.8271945532106395,2.8041918480249843,1.7142857142857144,concrete
system,2.94,2.4205311001258236,2.360652313567981,1.8571428571428572,concrete
jambalaya,4.37,3.0987952340593092,3.100421171387823,2.0,concrete
sculpture,4.79,3.206769639115461,3.3081336155755237,2.857142857142857,concrete
thingamajig,2.48,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
scenery,3.38,2.9351689582667913,2.9219573295086168,2.142857142857143,concrete
gemstone,4.67,2.394321035345252,2.332065530461069,1.7142857142857144,concrete
tailwind,3.08,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
attic,4.53,2.9553029359470124,2.94391704833979,2.0,concrete
quesadilla,4.92,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
queen,4.45,3.2798623546250893,3.297907386963049,2.428571428571429,concrete
anvil,4.96,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
mantelpiece,3.76,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
boomerang,4.7,3.2798623546250893,3.297907386963049,2.428571428571429,concrete
thread,4.83,2.7450905188039005,2.71464265219124,2.0,concrete
hairbrush,4.75,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
kiwi,4.86,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
cones,4.57,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
tailpipe,4.59,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
diamondback,3.85,3.8230637163224293,3.8903660336887262,3.142857142857143,concrete
sunglass,4.5,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
racetrack,4.89,2.8647693756641224,2.8451739405521765,2.0,concrete
vise,4.0,3.0458364962299025,3.0426601561274027,2.142857142857143,concrete
mushroom,4.83,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
beast,4.63,1.9249892780626991,1.8201749547169772,1.8571428571428572,concrete
featherbed,4.69,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
futon,4.79,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
spear,5.0,3.0987952340593092,3.100421171387823,2.2857142857142856,concrete
bungee,4.39,3.0987952340593092,3.100421171387823,2.0,concrete
needle,4.93,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
dynamo,2.71,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
knapsack,4.9,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
seam,4.5,3.0987952340593092,3.100421171387823,2.2857142857142856,concrete
pliers,4.93,3.317437177078572,3.3388894794902413,2.7142857142857144,concrete
planking,4.48,3.0987952340593092,3.100421171387823,2.0,concrete
drift,3.07,3.0987952340593092,3.100421171387823,2.0,concrete
meatball,4.93,2.9553029359470124,2.94391704833979,2.0,concrete
clove,4.42,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
apricot,4.97,3.3703959149079794,3.396650494750662,2.7142857142857144,concrete
windstorm,4.41,2.8761341333460875,2.857569249972457,2.142857142857143,concrete
pudding,4.9,2.9553029359470124,2.94391704833979,2.0,concrete
sash,4.67,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
pumpkin,4.9,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
snowfall,4.66,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
saucepan,4.67,3.317437177078572,3.3388894794902413,2.571428571428571,concrete
freak,2.93,3.008261673776419,3.00167806360021,2.0,concrete
mitosis,3.39,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
cloud,4.54,2.6236816721556204,2.582224499266284,1.8571428571428572,concrete
eagle,5.0,3.147734814194757,3.153798573335296,2.571428571428571,concrete
chicory,4.05,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
bellybutton,5.0,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
cacti,4.5,2.8271945532106395,2.8041918480249843,2.2857142857142856,concrete
deer,4.86,3.317437177078572,3.3388894794902413,3.0,concrete
net,4.53,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
syrup,4.76,3.008261673776419,3.00167806360021,2.2857142857142856,concrete
stegosaurus,4.8,3.8230637163224293,3.8903660336887262,3.142857142857143,concrete
trail,4.46,2.8647693756641224,2.8451739405521765,1.8571428571428572,concrete
animal,4.61,1.9249892780626991,1.8201749547169772,1.8571428571428572,concrete
fungus,4.59,2.2594166771123385,2.184928098274594,1.8571428571428572,concrete
needles,4.96,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
herring,4.68,2.8271945532106395,2.8041918480249843,2.0,concrete
mildew,4.57,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
gorilla,4.97,3.612851299170264,3.661091637540177,3.142857142857143,concrete
turbine,4.59,3.3703959149079794,3.396650494750662,2.857142857142857,concrete
flagpole,4.86,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
pictures,4.71,2.7011430998806576,2.66671009867297,2.0,concrete
arugula,4.08,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
cookout,4.25,2.9553029359470124,2.94391704833979,2.142857142857143,concrete
conjecture,1.75,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
rankness,2.38,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
informality,1.91,2.8271945532106395,2.8009609809283624,1.8571428571428572,abstract
athleticism,1.97,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
mess,3.9,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
pocketbook,5.0,3.0987952340593092,3.097190304291201,2.0,abstract
bandwidth,3.19,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
drawback,2.52,3.008261673776419,2.998447196503588,2.0,abstract
delusion,2.3,2.663568277418121,2.622497139049156,1.8571428571428572,abstract
transcendence,1.48,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
scent,3.97,3.1893287943421993,3.195933412078814,2.2857142857142856,abstract
tenor,3.04,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
abbreviation,3.07,3.008261673776419,2.998447196503588,2.0,abstract
frankness,1.9,2.9553029359470124,2.9406861812431675,2.0,abstract
reflexive,2.14,3.2798623546250893,3.2946765198664267,2.2857142857142856,abstract
birth,4.46,2.8271945532106395,2.8009609809283624,1.7142857142857144,abstract
wretchedness,2.07,3.0987952340593092,3.097190304291201,2.2857142857142856,abstract
solidity,3.32,2.573034717135231,2.523754031261543,1.7142857142857144,abstract
negativity,2.3,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
parking,3.85,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
sweetness,2.83,3.2798623546250893,3.2946765198664267,2.2857142857142856,abstract
clarity,2.0,2.663568277418121,2.622497139049156,1.7142857142857144,abstract
volume,3.07,2.5931686948154526,2.545713750092716,1.4285714285714286,abstract
crookedness,3.44,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
garishness,2.36,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
rigorousness,1.89,2.8271945532106395,2.8009609809283624,1.7142857142857144,abstract
egotism,1.9,2.8271945532106395,2.8009609809283624,1.7142857142857144,abstract
despair,2.21,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
jurisdiction,2.07,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
estimate,2.65,3.025702518549681,3.0174695701996073,2.2857142857142856,abstract
narrative,3.18,2.573034717135231,2.523754031261543,1.5714285714285714,abstract
asterisk,4.0,3.0987952340593092,3.097190304291201,2.0,abstract
telecast,4.08,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
shred,4.38,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
jitters,3.79,3.0987952340593092,3.097190304291201,2.0,abstract
crises,2.11,2.844635397983901,2.819983354624382,2.0,abstract
semantics,1.7,3.0696499374729243,3.0654021237178775,2.2857142857142856,abstract
bosom,4.63,3.0987952340593092,3.097190304291201,2.0,abstract
indecision,1.62,3.0987952340593092,3.097190304291201,2.142857142857143,abstract
kilter,2.64,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
relativity,1.7,3.2269036167956826,3.2369155046060065,2.428571428571429,abstract
flyer,4.19,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
putridity,2.46,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
demise,2.31,2.8271945532106395,2.8009609809283624,1.7142857142857144,abstract
valuables,3.07,2.9553029359470124,2.9406861812431675,2.142857142857143,abstract
courage,1.52,2.6461274326448594,2.6034747653531367,1.8571428571428572,abstract
irresistibility,1.86,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
psychology,2.31,2.8047487927214,2.7764798477448878,2.142857142857143,abstract
sloth,4.83,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
suds,4.59,3.2798623546250893,3.2946765198664267,2.428571428571429,abstract
malformation,2.71,2.9448483723242296,2.929283601916457,2.2857142857142856,abstract
overdrive,2.96,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
armband,4.67,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
medicine,4.79,2.9041709736230867,2.88491759275384,2.571428571428571,abstract
emphasis,2.12,3.008261673776419,2.998447196503588,2.0,abstract
alarm,4.47,3.0987952340593092,3.097190304291201,2.0,abstract
scheme,2.41,2.798049256624254,2.7691728003550384,2.142857142857143,abstract
lightness,2.6,3.008261673776419,2.998447196503588,2.0,abstract
fulfillment,2.07,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
syphilis,3.93,3.4079707373614623,3.4344017201812322,2.857142857142857,abstract
braveness,1.92,2.6461274326448594,2.6034747653531367,1.8571428571428572,abstract
shuteye,3.42,3.0987952340593092,3.097190304291201,2.0,abstract
quartet,4.39,3.0987952340593092,3.097190304291201,2.0,abstract
authenticity,1.74,2.8271945532106395,2.8009609809283624,1.7142857142857144,abstract
eyedrop,4.81,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
fierceness,2.11,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
solemnity,1.88,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
enunciation,2.59,3.008261673776419,2.998447196503588,2.0,abstract
solstice,3.1,2.7742358153812323,2.7431999656679418,1.7142857142857144,abstract
diagnostics,2.96,3.5514630354737595,3.5909058432292658,2.7142857142857144,abstract
malignancy,1.96,2.837819295772401,2.812549170954852,2.428571428571429,abstract
devastation,2.76,3.0458364962299025,3.0394292890307804,2.142857142857143,abstract
gratitude,2.56,2.8271945532106395,2.8009609809283624,1.7142857142857144,abstract
inkling,2.25,3.0987952340593092,3.097190304291201,2.0,abstract
malleability,2.92,2.6837022550983427,2.644456857880329,1.7142857142857144,abstract
matter,3.54,3.2798623546250893,3.2946765198664267,2.428571428571429,abstract
laughter,4.22,2.630743517277989,2.5866958426199087,1.7142857142857144,abstract
individuality,2.07,2.6461274326448594,2.6034747653531367,1.5714285714285714,abstract
astrobiology,2.32,3.4609294751908695,3.4921627354416525,2.571428571428571,abstract
emasculation,1.96,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
calendar,4.62,2.6837022550983427,2.644456857880329,1.8571428571428572,abstract
awkwardness,2.34,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
impulsiveness,1.86,2.7742358153812323,2.7431999656679418,1.7142857142857144,abstract
retirement,3.03,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
notoriety,2.0,3.1893287943421993,3.195933412078814,2.2857142857142856,abstract
horseshit,4.52,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
sanitation,3.6,3.0987952340593092,3.097190304291201,2.0,abstract
elegance,2.18,2.5026351345325626,2.446970642305103,1.5714285714285714,abstract
brand,3.29,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
tubful,3.92,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
yardage,3.0,3.0987952340593092,3.097190304291201,2.0,abstract
leniency,1.71,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
directive,2.72,3.008261673776419,2.998447196503588,2.0,abstract
forethought,2.12,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
rest,3.03,2.7366609929277494,2.7022178731407496,1.5714285714285714,abstract
coherency,1.96,2.8647693756641224,2.841943073455555,1.8571428571428572,abstract
harm,2.62,2.6106095395977675,2.5647361237887347,2.142857142857143,abstract
profitability,1.86,3.0987952340593092,3.097190304291201,2.0,abstract
capability,1.93,2.6045334524974173,2.5581090595129963,1.7142857142857144,abstract
stipend,3.46,3.1893287943421993,3.195933412078814,2.2857142857142856,abstract
midline,3.42,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
arch,4.59,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
numbness,2.33,3.0987952340593092,3.097190304291201,2.0,abstract
sense,2.61,3.0458364962299025,3.0394292890307804,2.142857142857143,abstract
placard,4.46,2.6837022550983427,2.644456857880329,1.5714285714285714,abstract
smear,3.66,3.0987952340593092,3.097190304291201,2.0,abstract
acknowledgement,2.62,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
infarction,2.15,3.1893287943421993,3.195933412078814,2.2857142857142856,abstract
relevance,1.58,2.5931686948154526,2.545713750092716,1.5714285714285714,abstract
ligature,3.81,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
tautness,2.42,2.630743517277989,2.5866958426199087,1.7142857142857144,abstract
popularity,2.37,2.7366609929277494,2.7022178731407496,1.5714285714285714,abstract
shaft,4.71,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
fib,2.47,3.008261673776419,2.998447196503588,2.0,abstract
control,1.93,2.5827141311926693,2.5343111707660055,1.7142857142857144,abstract
nobleness,2.04,2.9553029359470124,2.9406861812431675,2.0,abstract
obsession,1.7,2.8271945532106395,2.8009609809283624,1.7142857142857144,abstract
incorruptibility,1.96,3.0987952340593092,3.097190304291201,2.0,abstract
faith,1.63,3.037918173823609,2.552442828952491,2.857142857142857,abstract
quart,4.57,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
aversion,1.85,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
mastery,2.69,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
glitter,4.43,3.0987952340593092,3.097190304291201,2.0,abstract
hieroglyph,4.17,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
coin,4.89,2.7011430998806576,2.663479231576348,2.142857142857143,abstract
bigotry,2.38,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
wrongness,1.41,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
pregnancy,4.31,2.6950670127803074,2.6568521673006096,1.8571428571428572,abstract
gentility,1.88,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
bloodstain,4.67,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
gratuity,3.27,3.2798623546250893,3.2946765198664267,2.428571428571429,abstract
handedness,2.59,2.8271945532106395,2.8009609809283624,1.8571428571428572,abstract
realm,2.96,3.008261673776419,2.998447196503588,2.0,abstract
knack,2.05,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
land,4.57,2.8271945532106395,2.8009609809283624,1.8571428571428572,abstract
crossfire,3.38,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
epidemiology,2.7,3.5514630354737595,3.5909058432292658,2.7142857142857144,abstract
mothball,4.62,3.0987952340593092,3.097190304291201,2.0,abstract
contagion,2.79,3.035381932607119,3.0280267097040703,2.571428571428571,abstract
upstroke,3.33,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
hoarseness,2.82,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
multitude,2.42,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
faculty,3.96,2.3851514943579506,2.318833632016787,1.7142857142857144,abstract
austerity,1.38,2.8647693756641224,2.841943073455555,1.8571428571428572,abstract
approximation,1.85,3.025702518549681,3.0174695701996073,2.2857142857142856,abstract
gloom,1.86,3.0987952340593092,3.097190304291201,2.0,abstract
luminosity,2.68,2.7366609929277494,2.7022178731407496,1.7142857142857144,abstract
blasphemy,2.22,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
conformity,1.79,2.9553029359470124,2.9406861812431675,2.0,abstract
heartbreak,2.15,3.008261673776419,2.998447196503588,2.0,abstract
aptitude,1.54,2.5827141311926693,2.5343111707660055,1.7142857142857144,abstract
comment,3.29,2.5476755499466233,2.4960953048045305,1.7142857142857144,abstract
documentation,3.55,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
safety,2.37,2.6045334524974173,2.5581090595129963,1.7142857142857144,abstract
bitch,3.72,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
midterm,4.11,2.8271945532106395,2.8009609809283624,1.5714285714285714,abstract
quicksand,4.75,3.0987952340593092,3.097190304291201,2.0,abstract
yesteryear,1.89,2.5555938723619693,2.5047316575655234,1.5714285714285714,abstract
affliction,2.27,3.0987952340593092,3.097190304291201,2.142857142857143,abstract
reversion,1.87,3.008261673776419,2.998447196503588,2.0,abstract
absoluteness,1.5,3.0987952340593092,3.097190304291201,2.0,abstract
handful,3.48,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
toughness,2.41,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
square,4.33,3.4609294751908695,3.4921627354416525,2.7142857142857144,abstract
flamboyance,2.23,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
dehydration,3.52,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
roundness,4.07,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
homeostasis,2.44,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
objectivity,1.48,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
shorthand,3.57,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
comics,4.77,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
facet,2.88,3.025702518549681,3.0174695701996073,2.2857142857142856,abstract
objective,2.0,2.7742358153812323,2.7431999656679418,1.8571428571428572,abstract
joke,2.9,2.6169821360584744,2.5716865847798127,1.7142857142857144,abstract
outcry,3.23,2.5640233982381204,2.5139255695193925,1.7142857142857144,abstract
parapsychology,1.76,2.5931686948154526,2.545713750092716,1.5714285714285714,abstract
tax,3.89,2.5987275047304523,2.5517766306927054,2.0,abstract
grubbiness,2.78,3.0987952340593092,3.097190304291201,2.0,abstract
chronology,2.29,2.8271945532106395,2.8009609809283624,1.5714285714285714,abstract
discoloration,3.19,2.663568277418121,2.622497139049156,1.7142857142857144,abstract
mogul,4.04,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
conglomeration,2.52,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
lifeline,3.28,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
malice,1.72,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
daybook,4.85,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
familiarity,2.14,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
rationalization,2.31,3.0987952340593092,3.097190304291201,2.142857142857143,abstract
inferiority,1.93,2.754101837701011,2.7212402468367687,1.8571428571428572,abstract
nonintervention,1.86,3.4609294751908695,3.4921627354416525,2.571428571428571,abstract
gradation,2.53,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
meaning,1.85,2.423466331931637,2.3606228439377706,1.5714285714285714,abstract
receivables,3.0,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
faintness,2.04,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
ineptness,2.14,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
despondency,1.41,3.0987952340593092,3.097190304291201,2.0,abstract
debate,3.18,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
jargon,2.07,2.8647693756641224,2.841943073455555,1.8571428571428572,abstract
ethos,1.58,2.7366609929277494,2.7022178731407496,1.4285714285714286,abstract
magnificence,1.83,2.7742358153812323,2.7431999656679418,1.7142857142857144,abstract
refurbishment,2.38,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
asset,2.92,2.359142836429319,2.2904665192570697,1.5714285714285714,abstract
southwest,3.25,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
humanity,2.36,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
handmaiden,4.64,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
distance,3.17,2.5476755499466233,2.4960953048045305,1.8571428571428572,abstract
remark,3.25,2.5476755499466233,2.4960953048045305,1.7142857142857144,abstract
workmanship,2.33,2.7366609929277494,2.7022178731407496,1.8571428571428572,abstract
fetish,2.48,3.0987952340593092,3.097190304291201,2.0,abstract
footings,3.44,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
excitation,2.21,3.0458364962299025,3.0394292890307804,2.142857142857143,abstract
rocketry,3.62,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
jackpot,3.41,3.2798623546250893,3.2946765198664267,2.2857142857142856,abstract
idea,1.61,2.0857405778011735,1.9922722517492337,1.7142857142857144,abstract
hyperthermia,3.52,2.9177281134935296,2.8997040887159753,1.8571428571428572,abstract
desolation,2.25,3.0458364962299025,3.0394292890307804,2.142857142857143,abstract
precision,2.41,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
lineup,3.79,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
exposure,2.39,2.8647693756641224,2.841943073455555,1.8571428571428572,abstract
changelessness,1.52,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
spur,4.57,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
respite,1.77,3.0987952340593092,3.097190304291201,2.0,abstract
panic,3.04,3.008261673776419,2.998447196503588,2.0,abstract
negation,1.92,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
servitude,2.32,3.008261673776419,2.998447196503588,2.0,abstract
clearness,2.48,2.663568277418121,2.622497139049156,1.7142857142857144,abstract
magnitude,2.43,2.1467714888317997,2.058837421697336,1.5714285714285714,abstract
conscience,1.96,2.7366609929277494,2.7022178731407496,1.7142857142857144,abstract
grunge,3.22,3.0987952340593092,3.097190304291201,2.0,abstract
futility,2.1,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
mantle,4.57,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
taps,3.75,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
equation,3.65,2.6837022550983427,2.644456857880329,1.8571428571428572,abstract
orthography,2.73,2.4610411543941737,2.401604936464963,1.7142857142857144,abstract
benefit,2.25,2.8647693756641224,2.841943073455555,2.142857142857143,abstract
cleft,4.31,3.0987952340593092,3.097190304291201,2.0,abstract
competence,1.78,2.7366609929277494,2.7022178731407496,1.7142857142857144,abstract
roster,3.76,2.844635397983901,2.819983354624382,2.0,abstract
cityscape,4.69,3.0987952340593092,3.097190304291201,2.0,abstract
curiosity,1.61,2.7366609929277494,2.7022178731407496,2.0,abstract
microsecond,2.9,2.8271945532106395,2.8009609809283624,1.5714285714285714,abstract
acoustics,3.12,3.2269036167956826,3.2369155046060065,2.428571428571429,abstract
liberalism,1.72,3.008261673776419,2.998447196503588,2.0,abstract
birdie,3.79,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
proposition,2.16,2.4921805709097793,2.4355680629783927,1.7142857142857144,abstract
translucence,3.19,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
undercurrent,2.96,3.0987952340593092,3.097190304291201,2.0,abstract
scoop,4.15,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
insurance,2.86,2.6106095395977675,2.5647361237887347,1.8571428571428572,abstract
desperation,1.9,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
logarithm,2.65,3.0458364962299025,3.0394292890307804,2.142857142857143,abstract
lunacy,1.76,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
readout,3.85,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
pretence,1.67,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
victimization,1.9,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
resource,2.55,2.5827141311926693,2.5343111707660055,1.7142857142857144,abstract
affirmation,2.12,2.844635397983901,2.819983354624382,2.0,abstract
froth,4.14,3.008261673776419,2.998447196503588,2.2857142857142856,abstract
discord,2.26,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
stoplight,4.66,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
aeronautics,3.08,3.2798623546250893,3.2946765198664267,2.428571428571429,abstract
refinement,2.04,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
livelihood,2.38,2.798049256624254,2.7691728003550384,1.8571428571428572,abstract
bluntness,2.11,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
salesmanship,2.36,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
hex,2.16,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
absolution,1.78,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
thoughtlessness,1.82,2.9553029359470124,2.9406861812431675,2.0,abstract
daintiness,1.92,2.9177281134935296,2.8997040887159753,1.7142857142857144,abstract
longevity,1.9,3.0987952340593092,3.097190304291201,2.0,abstract
disbursement,2.64,2.71421523243851,2.6777367399572745,2.0,abstract
arrangement,2.3,2.979116377190034,2.9666590159302646,2.142857142857143,abstract
edict,2.63,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
genre,2.37,3.2798623546250893,3.2946765198664267,2.2857142857142856,abstract
rent,3.48,3.2798623546250893,3.2946765198664267,2.571428571428571,abstract
info,2.39,2.137807760494043,2.0490608660194978,1.5714285714285714,abstract
awe,1.89,3.0987952340593092,3.097190304291201,2.0,abstract
togetherness,2.62,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
conventionality,1.96,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
queasiness,2.47,3.1893287943421993,3.195933412078814,2.142857142857143,abstract
enchantment,1.63,3.008261673776419,2.998447196503588,1.8571428571428572,abstract
cylinder,4.64,2.6045334524974173,2.5581090595129963,1.7142857142857144,abstract
responsiveness,2.0,3.0987952340593092,3.097190304291201,2.142857142857143,abstract
reparation,2.37,3.3703959149079794,3.3934196276540396,2.428571428571429,abstract
spec,2.9,2.8271945532106395,2.8009609809283624,1.8571428571428572,abstract
sunstroke,3.76,3.4609294751908695,3.4921627354416525,2.571428571428571,abstract
slavery,3.11,2.798049256624254,2.7691728003550384,1.8571428571428572,abstract
inventory,3.74,3.008261673776419,2.998447196503588,2.0,abstract
